title,NounePhrase,IsBig,tf,idf,ridf,wig,weight
Airbus Subsidies,Document,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
Airbus Subsidies,government assistance,0,111,11.14109625007847,0.26008470784163507,-5666.5134993486645,0
Airbus Subsidies,Airbus Industrie,1,165,10.543332467134222,0.22982098491565317,-3595.5821310607066,1
Airbus Subsidies,trade dispute,0,99,11.1881448228829,0.14367553815805323,-6460.560481173191,0
Airbus Subsidies,Airbus,1,1044,8.655944983035296,0.9936799778107854,-408.65886792183863,0
Airbus Subsidies,U.S.,1,124379,1.9271018689689163,0.7594145322778783,0.0,0
South African Sanctions,Document,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
South African Sanctions,sanctions,0,3616,6.70250451086147,0.822760111990922,-86.42914593370226,0
South African Sanctions,South Africa,1,12090,5.927062896346259,1.7596179604351434,-16.815948364715084,1
Leveraged Buyouts,Document,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
Leveraged Buyouts,leveraged buyout,0,1069,8.252320449029556,0.6240779668576133,-395.2342979762893,1
Leveraged Buyouts,200 million dollars,0,1,17.10302820924495,0.41503749926881994,-1060806.4375062955,0
Satellite Launch Contracts,Document,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
Satellite Launch Contracts,contract or preliminary agreement,0,0,18.687990709966105,1.0000034160854092,0,1
Satellite Launch Contracts,tentative reservation,0,0,18.687990709966105,1.0000034160854092,0,0
Satellite Launch Contracts,commercial satellite,0,24,13.133401858288469,0.08918876857645586,-32062.324157531522,0
Insider Trading,Document,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
Insider Trading,insider-trading case,0,9,14.600527868715767,0.23443792494099291,-95482.2060153419,1
Prime (Lending) Rate Moves Predictions,Document,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
Prime (Lending) Rate Moves Predictions,prediction,0,1234,7.644279846618949,0.22237446552796225,-331.41024962378765,0
Prime (Lending) Rate Moves Predictions,prime lending rate,0,237,9.903355864408583,0.10937679401970968,-2361.3739256866706,1
Prime (Lending) Rate Moves Predictions,actual prime rate move,0,0,18.687990709966105,1.0000034160854092,0,0
MCI,Document,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
MCI,MCI,1,912,9.158560155819954,1.3019295506437354,-481.2162537802924,1
MCI,Bell System breakup,0,9,14.44006319652252,0.07397325274774502,-95482.02542757022,0
Rail Strikes,Document,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
Rail Strikes,rail strike or report,0,0,18.687990709966105,1.0000034160854092,0,0
Rail Strikes,ongoing rail strike,0,0,18.687990709966105,1.0000034160854092,0,1
Weather Related Fatalities,Document,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
Weather Related Fatalities,type,0,7518,5.0314541181275025,0.19418587219122596,-32.4982016986273,0
Weather Related Fatalities,weather event,0,2,17.10302820924495,0.999996583897726,-498627.8316523436,1
Weather Related Fatalities,which,0,156482,1.1997975177870452,0.2657602582038937,0.0,0
Weather Related Fatalities,least one fatality,0,0,18.687990709966105,1.0000034160854092,0,0
Weather Related Fatalities,location,0,4103,5.883657983778489,0.18449214533089897,-72.8576844744993,0
Merit-Pay vs. Seniority,Document,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
Merit-Pay vs. Seniority,one,0,373925,0.6718081232557703,0.4026522336554369,0.0,0
Merit-Pay vs. Seniority,sides,0,10468,4.607756106276137,0.23799283174132313,-20.247088173914086,0
Merit-Pay vs. Seniority,controversy,0,2910,6.397107887536527,0.206490284913027,-113.17726916235164,0
Merit-Pay vs. Seniority,use,0,342610,0.7752007588683982,0.45794943208253486,0.0,0
Merit-Pay vs. Seniority,standards,0,5860,5.669616639145088,0.47858841956309295,-45.24777000233794,0
Merit-Pay vs. Seniority,performance,0,7768,5.166512953608318,0.375583944899077,-30.806304860953492,0
Merit-Pay vs. Seniority,salary levels and incentive pay,0,0,18.687990709966105,1.0000034160854092,0,0
Merit-Pay vs. Seniority,pay,0,48826,3.003653000609041,0.7274752718947357,-1.4485048110140153,0
Merit-Pay vs. Seniority,basis,0,5919,5.372133562703278,0.19535506867276986,-44.641532183291055,0
Merit-Pay vs. Seniority,seniority or longevity,0,0,18.687990709966105,1.0000034160854092,0,1
Merit-Pay vs. Seniority,job,0,29357,3.5450460475237393,0.5994000810984095,-3.9983137296606395,0
Israeli Role in Iran-Contra Affair,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Israeli Role in Iran-Contra Affair,role,0,21179,3.78943655667224,0.400119322702158,-6.956062132651364,0
Israeli Role in Iran-Contra Affair,Israel,1,43397,4.82486917780771,2.3965124218163267,-1.8788010987759538,0
Israeli Role in Iran-Contra Affair,Iran-Contra Affair,1,1122,7.91897938886909,0.3603031410949491,-371.43085476789895,1
Military Coups Detat,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Military Coups Detat,military coup,0,563,8.63678176905134,0.08642299096659833,-852.5485924413701,1
Military Coups Detat,country,0,47127,2.71386744920559,0.3921794010047215,-1.5696445275623494,0
Machine Translation,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Machine Translation,machine translation system,0,1,17.10302820924495,0.41503749926881994,-1060784.9607096957,1
Hostage-Taking,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Hostage-Taking,event or result,0,0,18.687990709966105,1.0000034160854092,0,1
Information Retrieval Systems,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Information Retrieval Systems,type,0,7518,5.0314541181275025,0.19418587219122596,-32.229757704873634,0
Information Retrieval Systems,information retrieval system,0,0,18.687990709966105,1.0000034160854092,0,1
Natural Language Processing,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Natural Language Processing,type,0,7518,5.0314541181275025,0.19418587219122596,-32.229757704873634,0
Natural Language Processing,natural language processing technology,0,0,18.687990709966105,1.0000034160854092,0,1
Natural Language Processing,which,0,156482,1.1997975177870452,0.2657602582038937,0.0,0
Natural Language Processing,U.S.,1,124379,1.9271018689689163,0.7594145322778783,0.0,0
Politically Motivated Civil Disturbances,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Politically Motivated Civil Disturbances,current civil disturbance,0,0,18.687990709966105,1.0000034160854092,0,1
Politically Motivated Civil Disturbances,country involving citizens,0,0,18.687990709966105,1.0000034160854092,0,0
Politically Motivated Civil Disturbances,country,0,47127,2.71386744920559,0.3921794010047215,-1.5696445275623494,0
Politically Motivated Civil Disturbances,political position,0,41,12.31295127861918,0.017141349712606058,-17566.534359534162,0
Politically Motivated Civil Disturbances,their own country s government,0,0,18.687990709966105,1.0000034160854092,0,0
Health Hazards from Fine-Diameter Fibers,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Health Hazards from Fine-Diameter Fibers,actual studies,0,0,18.687990709966105,1.0000034160854092,0,0
Health Hazards from Fine-Diameter Fibers,unsubstantiated concerns,0,0,18.687990709966105,1.0000034160854092,0,0
Health Hazards from Fine-Diameter Fibers,safety,0,13164,4.770338920977116,0.7220356097173273,-14.504018377980122,0
Health Hazards from Fine-Diameter Fibers,manufacturing employees and installation workers,0,0,18.687990709966105,1.0000034160854092,0,0
Health Hazards from Fine-Diameter Fibers,fine-diameter fibers,0,0,18.687990709966105,1.0000034160854092,0,1
Health Hazards from Fine-Diameter Fibers,insulation and other products,0,2,16.366062615078743,0.2630309897315186,-498609.58289764693,0
Attempts to Revive the SALT II Treaty,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Attempts to Revive the SALT II Treaty,attempt,0,18566,3.821243038461211,0.2507502216592927,-8.585485620231749,1
Attempts to Revive the SALT II Treaty,U.S.,1,124379,1.9271018689689163,0.7594145322778783,0.0,0
Surrogate Motherhood,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Surrogate Motherhood,judicial proceedings and opinions,0,0,18.687990709966105,1.0000034160854092,0,0
Surrogate Motherhood,contracts,0,5656,5.887292995602978,0.6458488268259135,-47.45426505122416,0
Surrogate Motherhood,surrogate motherhood,0,14,14.04413452019138,0.2629899967940741,-58483.387040560265,1
Border Incursions,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Border Incursions,incursions,0,105,11.204174932701848,0.24374941781962356,-6037.986734559896,1
Border Incursions,land air or water,0,0,18.687990709966105,1.0000034160854092,0,0
Border Incursions,border area,0,203,10.152715333345302,0.1364599688289836,-2825.2797529453387,0
Border Incursions,one country,0,146,10.523083783290417,0.03427011248228595,-4135.329091297254,0
Border Incursions,military forces,0,658,8.4270711763032,0.100971327768967,-707.7288188271738,0
Border Incursions,second country,0,12,14.04413452019138,0.05654595145695929,-69408.66413441946,0
Border Incursions,guerrilla group,0,1091,7.818396866725322,0.21944135406314302,-384.339916178471,0
Border Incursions,second country,0,12,14.04413452019138,0.05654595145695929,-69408.66413441946,0
Demographic Shifts in the U.S.,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Demographic Shifts in the U.S.,movement,0,12815,4.551720484854655,0.46583570134155394,-15.091298571488675,1
Demographic Shifts in the U.S.,people,0,139864,1.6467058829063517,0.6008812643951773,0.18437519483064158,0
Demographic Shifts in the U.S.,one area,0,224,9.977184276266753,0.10221303499887568,-2520.1082094206968,0
Demographic Shifts in the U.S.,U.S.,1,124379,1.9271018689689163,0.7594145322778783,0.0,0
Demographic Shifts across National Boundaries,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Demographic Shifts across National Boundaries,movement,0,12815,4.551720484854655,0.46583570134155394,-15.091298571488675,1
Demographic Shifts across National Boundaries,people,0,139864,1.6467058829063517,0.6008812643951773,0.18437519483064158,0
Demographic Shifts across National Boundaries,one country,0,146,10.523083783290417,0.03427011248228595,-4135.329091297254,0
Demographic Shifts across National Boundaries,variety,0,3423,6.081816865249072,0.12361904581519845,-91.86563408730449,0
Demographic Shifts across National Boundaries,reasons,0,4501,5.663716747426103,0.09673124382857434,-64.28539796236265,0
Conflicting Policy,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Conflicting Policy,instance,0,2561,6.453472624226115,0.07980030238024227,-133.17523846572595,1
Conflicting Policy,which,0,156482,1.1997975177870452,0.2657602582038937,0.0,0
Conflicting Policy,U.S.,1,124379,1.9271018689689163,0.7594145322778783,0.0,0
Automation,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Automation,instance,0,2561,6.453472624226115,0.07980030238024227,-133.17523846572595,0
Automation,which automation,0,0,18.687990709966105,1.0000034160854092,0,1
U.S. Constitution - Original Intent,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
U.S. Constitution - Original Intent,discussion,0,6229,5.351344685218733,0.24714726466397519,-41.6682921085218,0
U.S. Constitution - Original Intent,or debate,0,0,18.687990709966105,1.0000034160854092,0,0
U.S. Constitution - Original Intent,issue,0,56844,2.523535481634582,0.44046281966342304,-0.9988916928874474,0
U.S. Constitution - Original Intent,original intent,0,32,12.805347660604264,0.16164517228533093,-23217.374566802708,1
U.S. Constitution - Original Intent,U.S.,1,124379,1.9271018689689163,0.7594145322778783,0.0,0
Poaching,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Poaching,poaching method,0,2,16.366062615078743,0.2630309897315186,-498609.58289764693,1
Poaching,certain type,0,85,11.270138195080207,0.00812529720061761,-7686.66977572871,0
Poaching,wildlife,0,2843,7.061825390061607,0.8378427719486536,-116.59584426331438,0
Greenpeace,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Greenpeace,activity,0,6936,5.190014164103565,0.23849383049725326,-35.99949903753126,0
Greenpeace,Greenpeace,1,646,9.69646886389041,1.343897234436902,-723.4883157543909,1
Greenpeace,their environmental protection goals,0,0,18.687990709966105,1.0000034160854092,0,0
FRG Political Party Positions,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
FRG Political Party Positions,least one German political party and report,0,0,18.687990709966105,1.0000034160854092,0,1
FRG Political Party Positions,position,0,37276,3.1987385611222665,0.5712836450064884,-2.561363280553956,0
FRG Political Party Positions,which,0,156482,1.1997975177870452,0.2657602582038937,0.0,0
FRG Political Party Positions,party,0,61094,3.243590485804499,1.250695119792606,-0.8211725973197775,0
FRG Political Party Positions,regard,0,6977,5.033690335022394,0.09053242330493205,-35.71048151020464,0
FRG Political Party Positions,political social economic military environmental or international objective,0,0,18.687990709966105,1.0000034160854092,0,0
1988 Presidential Candidates Platforms,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
1988 Presidential Candidates Platforms,something,0,14612,4.114639381022492,0.21198864346410407,0.0,0
1988 Presidential Candidates Platforms,platform,0,3751,6.681313994657117,0.8539759930181328,-81.59543921529344,0
1988 Presidential Candidates Platforms,1988 presidential candidate,0,5,15.228559091328808,0.1255172177070385,-182637.95112481955,1
Financial crunch for televangelists in the wake of the PTL,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Financial crunch for televangelists in the wake of the PTL,loss,0,15417,4.337258668343104,0.5092538013190233,-11.444685714005265,0
Financial crunch for televangelists in the wake of the PTL,revenue,0,9325,5.262905966723259,0.7302234875997851,-23.865945512594767,0
Financial crunch for televangelists in the wake of the PTL,televangelist,0,45,12.34814070708148,0.18356164751938486,-13284.897790983117,0
Financial crunch for televangelists in the wake of the PTL,aftermath,0,572,8.54205856414559,0.014509031296283226,-836.5917095694634,0
Financial crunch for televangelists in the wake of the PTL,PTL scandal,0,10,14.295673287187345,0.06708345108682146,-84962.39607096958,0
Financial crunch for televangelists in the wake of the PTL,financial crisis,0,146,10.543332467134222,0.054518796326091135,-4135.329091297254,1
Financial crunch for televangelists in the wake of the PTL,scandal,0,5165,6.077657908054971,0.7068943537708208,-53.5777962500859,0
Genetic Engineering,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Genetic Engineering,genetic engineering application,0,0,18.687990709966105,1.0000034160854092,0,1
Genetic Engineering,product,0,40419,3.3195865612088293,0.798507432356391,-2.178523623144596,0
Genetic Engineering,that,0,695367,0.46154558876134866,0.40694406739532907,0.0,0
Genetic Engineering,genetic manipulation or attitudes,0,0,18.687990709966105,1.0000034160854092,0,0
Genetic Engineering,genetic engineering,0,94,11.449585970641026,0.3311331836681113,-6852.5245746354285,0
Measures to Protect the Atmosphere,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Measures to Protect the Atmosphere,plans projects agreements treaties or laws,0,0,18.687990709966105,1.0000034160854092,0,0
Measures to Protect the Atmosphere,consideration,0,3197,6.206948135032351,0.1510075741517145,-100.31904938752918,0
Measures to Protect the Atmosphere,atmosphere,0,2930,6.491081267424968,0.3102736288441639,-112.19035055566638,1
Alternative/renewable Energy Plant & Equipment Installation,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Alternative/renewable Energy Plant & Equipment Installation,or under-construction alternative,0,0,18.687990709966105,1.0000034160854092,0,0
Alternative/renewable Energy Plant & Equipment Installation,renewable energy plant or equipment installations,0,0,18.687990709966105,1.0000034160854092,0,1
Official Corruption,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Official Corruption,allegations or measures,0,0,18.687990709966105,1.0000034160854092,0,0
Official Corruption,corrupt public officials,0,0,18.687990709966105,1.0000034160854092,0,1
Official Corruption,governmental jurisdiction,0,0,18.687990709966105,1.0000034160854092,0,0
Bank Failures,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Bank Failures,recent bank failures,0,0,18.687990709966105,1.0000034160854092,0,1
Bank Failures,United States specifying name location assets and federal or state authorities taking action,0,0,18.687990709966105,1.0000034160854092,0,0
Criminal Actions Against Officers of Failed,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Criminal Actions Against Officers of Failed,current criminal actions,0,0,18.687990709966105,1.0000034160854092,0,1
Criminal Actions Against Officers of Failed,officers,0,13760,4.627548082649475,0.6411081998385373,-13.580679766645776,0
Criminal Actions Against Officers of Failed,U.S.,1,124379,1.9271018689689163,0.7594145322778783,0.0,0
Crude Oil Price Trends,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Crude Oil Price Trends,quantitative data,0,1,17.10302820924495,0.41503749926881994,-1060784.9607096957,0
Crude Oil Price Trends,charting international crude oil price trends,0,0,18.687990709966105,1.0000034160854092,0,1
Downstream Investments by OPEC Member States,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Downstream Investments by OPEC Member States,existing or pending investment,0,0,18.687990709966105,1.0000034160854092,0,0
Downstream Investments by OPEC Member States,OPEC member state,0,12,14.295673287187345,0.30808471845292473,-69408.66413441946,1
Downstream Investments by OPEC Member States,operation,0,25855,3.55898949691712,0.4417915328134301,-4.9904329009325235,0
Data on Proven Reserves of Oil & Natural Gas,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Data on Proven Reserves of Oil & Natural Gas,or specific data,0,0,18.687990709966105,1.0000034160854092,0,0
Data on Proven Reserves of Oil & Natural Gas,changes,0,14077,4.344319180188379,0.38966536737529545,-13.126477036511142,0
Data on Proven Reserves of Oil & Natural Gas,reserve figures,0,5,15.228559091328808,0.1255172177070385,-182637.95112481955,0
Data on Proven Reserves of Oil & Natural Gas,oil or natural gas producer,0,0,18.687990709966105,1.0000034160854092,0,1
U.S. Army Acquisition of Advanced Weapons Systems,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
U.S. Army Acquisition of Advanced Weapons Systems,acquisition,0,3668,6.34563819987831,0.4863099810660563,-84.00122671523313,1
U.S. Army Acquisition of Advanced Weapons Systems,U.S.,1,124379,1.9271018689689163,0.7594145322778783,0.0,0
International Military Equipment Sales,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
International Military Equipment Sales,sale,0,43832,3.3207466130968513,0.905343837396237,-1.8392879783125793,0
International Military Equipment Sales,military equipment,0,275,9.73088866840382,0.15048650594000712,-1984.3382899920166,1
International Military Equipment Sales,international arms,0,43,12.245047214117376,0.016344649097408848,-16647.909957233842,0
What Backing Does the National Rifle Association,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
What Backing Does the National Rifle Association,supporters,0,7677,5.144354670143092,0.33673628024599633,-31.31223522256269,0
What Backing Does the National Rifle Association,National Rifle Association,1,196,10.129569996697441,0.06296501859597115,-2942.6014103366942,1
What Backing Does the National Rifle Association,NRA,1,2325,7.283381312128394,0.7710942563219865,-150.50654737157112,0
What Backing Does the National Rifle Association,its assets,0,288,9.576855039731397,0.0628097035658115,-1880.0596652846177,0
Computer-aided Crime,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Computer-aided Crime,crime,0,12041,4.815989244523599,0.6428515567643647,-16.535850397719834,1
Computer-aided Crime,aid,0,1051045,0.3496590977273219,0.3396823096370094,0.20051150697213985,0
Computer-aided Crime,computer,0,15440,5.040419858415404,1.214487933053872,-11.418782968853643,0
Computer-aided Crime Detection,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Computer-aided Crime Detection,computer application,0,7,15.228559091328808,0.5405478848215957,-126047.60192603507,1
Computer-aided Crime Detection,crime,0,12041,4.815989244523599,0.6428515567643647,-16.535850397719834,0
Computer-Aided Medical Diagnosis,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Computer-Aided Medical Diagnosis,computer programs or computerized equipment,0,0,18.687990709966105,1.0000034160854092,0,0
Computer-Aided Medical Diagnosis,which,0,156482,1.1997975177870452,0.2657602582038937,0.0,0
Computer-Aided Medical Diagnosis,medical diagnosis,0,6,14.987550991825014,0.1068981234577695,-149411.62742123925,1
Fiber Optics Applications,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Fiber Optics Applications,instances,0,977,7.826128369906953,0.06849548877378542,-439.54537844450016,0
Fiber Optics Applications,fiber optics technology,0,1,17.10302820924495,0.41503749926881994,-1060784.9607096957,1
Fiber Optics Applications,use,0,342610,0.7752007588683982,0.45794943208253486,0.0,0
Fiber Optics Equipment Manufacturers,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Fiber Optics Equipment Manufacturers,individuals or organizations,0,7,14.781100114357585,0.0930889078503725,-126047.60192603507,0
Fiber Optics Equipment Manufacturers,which,0,156482,1.1997975177870452,0.2657602582038937,0.0,0
Fiber Optics Equipment Manufacturers,fiber optics equipment,0,0,18.687990709966105,1.0000034160854092,0,1
Iran-Contra Affair,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Iran-Contra Affair,development,0,16118,4.086161899275981,0.31993875668079186,-10.693940356203685,0
Iran-Contra Affair,Iran-Contra Affair,1,1122,7.91897938886909,0.3603031410949491,-371.43085476789895,1
Controlling the Transfer of High Technology,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Controlling the Transfer of High Technology,efforts,0,14155,4.149498620661759,0.2025525963487227,-13.018345522366232,0
Controlling the Transfer of High Technology,states,0,78100,2.3361370160112154,0.6426195551129787,-0.35400609148696466,0
Controlling the Transfer of High Technology,transfer,0,5676,5.594078026300544,0.3576574117073399,-47.2300240087556,0
Controlling the Transfer of High Technology,high-tech goods,0,3,15.880635787908501,0.1926382457426019,-320011.8531472791,1
Controlling the Transfer of High Technology,technologies,0,984,8.175250247162607,0.42788273123159026,-435.75317350593076,0
Controlling the Transfer of High Technology,undesirable nations,0,0,18.687990709966105,1.0000034160854092,0,0
Design of the Star Wars Anti-missile Defense System,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Design of the Star Wars Anti-missile Defense System,information,0,21292,3.8916975563753287,0.509677410192976,-6.896226062717805,0
Design of the Star Wars Anti-missile Defense System,configuration components and technology,0,0,18.687990709966105,1.0000034160854092,0,0
Design of the Star Wars Anti-missile Defense System,U,1,9211582,0.0404514770880936,0.0404514770880936,0.04448864679726754,0
Design of the Star Wars Anti-missile Defense System,S,1,24081728,0.022686024490613365,0.022686024490613365,0.020677070369421346,0
Design of the Star Wars Anti-missile Defense System,star wars,0,1430,7.943997848905931,0.7339362465246317,-275.8748585332425,0
Design of the Star Wars Anti-missile Defense System,anti-missile defense system,0,11,14.164428753909093,0.06136638382141868,-76443.94908354543,1
Laser Research Applicable to the U.S.s Strategic Defense,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Laser Research Applicable to the U.S.s Strategic Defense,laser research,0,5,15.228559091328808,0.1255172177070385,-182637.95112481955,0
Laser Research Applicable to the U.S.s Strategic Defense,U,1,9211582,0.0404514770880936,0.0404514770880936,0.04448864679726754,0
Laser Research Applicable to the U.S.s Strategic Defense,S,1,24081728,0.022686024490613365,0.022686024490613365,0.020677070369421346,0
Laser Research Applicable to the U.S.s Strategic Defense,Strategic Defense Initiative,1,432,8.992762418470356,0.06152283600245134,-1167.2999473345212,1
Welfare Reform,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Welfare Reform,proposed or enacted changes,0,0,18.687990709966105,1.0000034160854092,0,1
Welfare Reform,U.S.,1,124379,1.9271018689689163,0.7594145322778783,0.0,0
Catastrophic Health Insurance,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Catastrophic Health Insurance,provisions,0,3182,6.44630542236448,0.3836331921328666,-100.92749496886961,0
Catastrophic Health Insurance,U.S.,1,124379,1.9271018689689163,0.7594145322778783,0.0,1
Black Monday,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Black Monday,reasons,0,4501,5.663716747426103,0.09673124382857434,-64.28539796236265,0
Black Monday,U.S.,1,124379,1.9271018689689163,0.7594145322778783,0.0,1
U.S. Control of Insider Trading,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
U.S. Control of Insider Trading,changes,0,14077,4.344319180188379,0.38966536737529545,-13.126477036511142,0
U.S. Control of Insider Trading,U.S.,1,124379,1.9271018689689163,0.7594145322778783,0.0,1
Japanese Regulation of Insider Trading,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Japanese Regulation of Insider Trading,Japan s regulation,0,0,18.687990709966105,1.0000034160854092,0,1
Japanese Regulation of Insider Trading,insider trading,0,918,8.572947059804395,0.7257459741396035,-474.01757876313803,0
Japanese Protectionist Measures,Document,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
Japanese Protectionist Measures,Japanese policies or practices,0,0,18.687990709966105,1.0000034160854092,0,1
Japanese Protectionist Measures,which,0,156482,1.1997975177870452,0.2657602582038937,0.0,0
Japanese Protectionist Measures,Japan s domestic market,0,0,18.687990709966105,1.0000034160854092,0,0
Japanese Protectionist Measures,foreign competition,0,277,9.6138492472136,0.04385686998485383,-1967.6118779576855,0
